step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
17,CASH_OUT,468502.48,34498.0,0.0,0.0,603887.61,0,0
16,CASH_OUT,417524.09,0.0,0.0,528847.34,946371.43,0,0
445,TRANSFER,110768.03,136406.03,25638.00,0.00,104810.89,0,0
156,CASH_OUT,143357.81,0.00,0.00,0.00,117412.58,0,0
17,CASH_IN,142324.62,13651.0,155975.62,20657.0,0.0,0,0
11,PAYMENT,25074.49,9487.0,0.0,0.0,0.0,0,0
19,CASH_IN,139006.87,39818.0,178824.87,234014.16,95007.29,0,0
7,CASH_OUT,56299.7,0.0,0.0,98590.46,0.0,0,0
19,CASH_OUT,71077.52,22418.0,0.0,0.0,4986.11,0,0
521,CASH_OUT,42024.52,42024.52,0.00,75865.06,75865.06,0,0
9,CASH_OUT,143356.31,0.0,0.0,2156536.28,2299892.6,0,0
13,CASH_IN,83507.83,2168947.96,2252455.79,4015179.49,3931671.66,0,0
15,TRANSFER,354202.91,0.0,0.0,2739984.87,3094187.78,0,0
19,PAYMENT,14611.58,0.0,0.0,0.0,0.0,0,0
141,CASH_OUT,350800.27,350800.27,0.0,3904036.08,4254836.35,1,0
461,CASH_OUT,324684.35,324684.35,0.00,0.00,324684.35,0,0
19,CASH_IN,179988.72,8189055.12,8369043.84,1650578.67,1470589.95,0,0
13,CASH_OUT,95716.33,0.0,0.0,172759.0,268475.33,0,0
14,CASH_IN,85864.6,4676401.17,4762265.77,118382.33,32517.72,0,0
19,CASH_IN,20901.23,767.0,21668.23,1256738.9,1497378.29,0,0
297,TRANSFER,437057.16,437057.16,0.00,16302.61,453359.77,0,0
15,CASH_IN,389392.95,8614947.19,9004340.14,1704276.3,1547100.26,0,0
10,TRANSFER,124192.55,0.0,0.0,1816885.21,1809147.13,0,0
10,TRANSFER,1501481.52,0.0,0.0,2422452.73,0.0,0,0
11,CASH_IN,103494.93,5509395.17,5612890.11,2438241.41,2218540.72,0,0
12,CASH_IN,289588.36,0.0,289588.36,42086.09,952047.73,0,0
9,CASH_OUT,64720.6,11068.0,0.0,967665.69,1032386.29,0,0
14,PAYMENT,12097.3,0.0,0.0,0.0,0.0,0,0
739,TRANSFER,194521.28,194521.28,0.0,0.0,0.0,1,0
444,TRANSFER,50308.84,0.00,0.00,93118.12,133250.92,0,0
13,CASH_OUT,364162.98,0.0,0.0,483834.85,847997.83,0,0
5,DEBIT,2166.22,206562.0,204395.78,8383.29,10549.51,0,0
18,PAYMENT,1349.88,214580.0,213230.12,0.0,0.0,0,0
17,CASH_OUT,111885.77,11054.0,0.0,4911192.08,5023077.86,0,0
547,TRANSFER,2075886.69,0.00,0.00,0.00,1322677.13,0,0
17,PAYMENT,35549.72,19898.0,0.0,0.0,0.0,0,0
15,CASH_OUT,242629.54,11405.0,0.0,336572.31,579201.84,0,0
20,CASH_OUT,302550.82,159.0,0.0,154.0,377445.05,0,0
619,TRANSFER,945131.71,945131.71,0.0,0.0,0.0,1,0
332,TRANSFER,1827554.59,2572102.48,744547.89,0.00,1827554.59,0,0
8,CASH_OUT,507926.85,0.0,0.0,16160055.22,16667982.08,0,0
16,PAYMENT,5270.35,0.0,0.0,0.0,0.0,0,0
11,CASH_OUT,55771.55,69792.0,14020.45,10544857.51,10600629.07,0,0
16,PAYMENT,18033.45,0.0,0.0,0.0,0.0,0,0
9,PAYMENT,26887.61,172579.05,145691.44,0.0,0.0,0,0
8,CASH_OUT,40699.73,71653.0,30953.27,0.0,40699.73,0,0
205,TRANSFER,48108.74,48108.74,0.00,2217161.37,2265270.11,0,0
15,CASH_OUT,114801.32,20564.0,0.0,121017.04,23177.66,0,0
11,CASH_OUT,46851.81,0.0,0.0,88938.21,135790.02,0,0
15,CASH_IN,195886.23,114220.0,310106.23,69305.41,0.0,0,0
13,CASH_IN,142479.21,12571.0,155050.21,0.0,0.0,0,0
25,CASH_OUT,2207900.37,4636960.10,2429059.73,559856.34,1729372.30,0,0
13,CASH_OUT,178239.45,50855.0,0.0,0.0,178239.45,0,0
17,CASH_OUT,198251.74,0.0,0.0,325159.21,675011.54,0,0
10,CASH_OUT,512024.65,192084.0,0.0,10169.12,522193.77,0,0
20,CASH_OUT,128373.46,203677.0,75303.54,79460.81,207834.27,0,0
11,PAYMENT,10361.92,12128.0,1766.08,0.0,0.0,0,0
11,PAYMENT,8841.78,0.0,0.0,0.0,0.0,0,0
16,CASH_IN,230505.18,9936.0,240441.18,0.0,0.0,0,0
14,PAYMENT,6523.74,206365.72,199841.98,0.0,0.0,0,0
243,TRANSFER,179347.09,227560.34,48213.25,332166.28,511513.37,0,0
18,PAYMENT,10124.3,0.0,0.0,0.0,0.0,0,0
287,TRANSFER,11367230.46,11469024.71,101794.25,0.00,11367230.46,0,0
20,PAYMENT,23237.69,0.0,0.0,0.0,0.0,0,0
696,TRANSFER,100579.51,100579.51,0.00,0.00,0.00,0,0
9,CASH_OUT,84445.37,0.0,0.0,1313373.06,1397818.43,0,0
16,CASH_OUT,264167.83,0.0,0.0,389470.22,834393.67,0,0
29,CASH_OUT,53971.81,0.00,0.00,0.00,50978.59,0,0
11,PAYMENT,10709.49,905158.09,894448.59,0.0,0.0,0,0
10,PAYMENT,16198.85,478657.56,462458.71,0.0,0.0,0,0
14,PAYMENT,22020.77,369698.22,347677.45,0.0,0.0,0,0
415,TRANSFER,286.96,421.09,134.13,131924.24,132211.20,0,0
16,CASH_IN,408236.07,155.0,408391.07,0.0,0.0,0,0
718,CASH_OUT,1120531.78,2785208.54,1664676.76,453324.72,1573856.50,0,0
14,CASH_OUT,1468.33,12423.0,10954.67,263075.62,433380.69,0,0
71,CASH_OUT,91691.75,91691.75,0.0,329117.96,420809.71,1,0
196,TRANSFER,218715.15,221958.48,3243.33,2471439.31,2471439.31,0,0
18,TRANSFER,685467.83,36935.9,0.0,954719.14,1640186.98,0,0
291,CASH_OUT,4845020.90,0.00,0.00,254017.48,3489590.60,0,0
100,TRANSFER,859456.09,859456.09,0.00,407187.46,1266643.55,0,0
318,TRANSFER,247455.25,247455.25,0.0,0.0,0.0,1,0
277,CASH_OUT,271453.69,270612.98,0.00,0.00,271453.69,0,0
18,TRANSFER,404106.08,15212.0,0.0,149588.26,553694.34,0,0
9,CASH_OUT,54771.38,54771.38,0.00,0.00,0.00,0,0
707,CASH_OUT,10524969.08,13492442.27,2967473.19,0.00,5228012.43,0,0
11,PAYMENT,4337.01,2572.94,0.0,0.0,0.0,0,0
11,PAYMENT,3939.97,0.0,0.0,0.0,0.0,0,0
10,PAYMENT,8323.19,385455.0,377131.81,0.0,0.0,0,0
8,PAYMENT,37064.92,0.0,0.0,0.0,0.0,0,0
19,CASH_OUT,93803.75,0.0,0.0,14404642.43,15496193.71,0,0
15,CASH_IN,89223.2,5171427.83,5260651.03,134898.66,45675.46,0,0
14,CASH_OUT,28631.0,0.0,0.0,205791.38,132755.15,0,0
509,TRANSFER,14646263.47,14646263.47,0.00,0.00,0.00,0,0
15,CASH_IN,168877.24,1547857.69,1716734.93,4437963.01,4269085.77,0,0
105,TRANSFER,998634.78,998634.78,0.00,0.00,0.00,0,0
11,PAYMENT,9567.33,143044.37,133477.04,0.0,0.0,0,0
18,CASH_OUT,145758.93,0.0,0.0,1099665.22,1906973.69,0,0
19,CASH_IN,126639.51,9513135.58,9639775.09,10327526.51,10200887.0,0,0
1,PAYMENT,3660.66,51657.0,47996.34,0.0,0.0,0,0
18,PAYMENT,4798.95,776229.0,771430.05,0.0,0.0,0,0
18,PAYMENT,871.29,184614.42,183743.13,0.0,0.0,0,0
7,PAYMENT,5335.17,817390.89,812055.72,0.0,0.0,0,0
15,CASH_OUT,87067.45,8018.0,0.0,0.0,361750.82,0,0
10,CASH_OUT,112493.4,0.0,0.0,306592.59,558040.4,0,0
18,PAYMENT,16680.34,0.0,0.0,0.0,0.0,0,0
613,TRANSFER,19348.62,19755.89,407.27,0.00,15076.34,0,0
16,PAYMENT,10237.65,61907.0,51669.35,0.0,0.0,0,0
17,CASH_IN,159031.99,4546050.73,4705082.72,1915755.41,2042614.94,0,0
18,CASH_OUT,34875.42,19178.0,0.0,0.0,34875.42,0,0
8,CASH_IN,9499.97,218540.41,228040.38,165164.02,156065.37,0,0
417,CASH_OUT,8174242.80,5045700.41,0.00,0.00,8174242.80,0,0
423,TRANSFER,133099.71,133099.71,0.00,0.00,0.00,0,0
12,PAYMENT,32684.89,21839.0,0.0,0.0,0.0,0,0
16,CASH_OUT,48845.14,177194.31,128349.18,435083.65,483928.79,0,0
14,PAYMENT,505.24,0.0,0.0,0.0,0.0,0,0
19,PAYMENT,11598.04,314549.0,302950.96,0.0,0.0,0,0
19,CASH_OUT,465.53,51612.0,51146.47,0.0,465.53,0,0
202,CASH_OUT,3604760.33,4807833.65,1203073.32,2434223.44,6038983.77,0,0
15,PAYMENT,10248.68,223369.0,213120.32,0.0,0.0,0,0
19,CASH_IN,134234.01,1797.0,136031.01,517363.06,623492.47,0,0
386,CASH_OUT,729945.95,662509.94,0.00,10850576.53,11164995.29,0,0
16,CASH_OUT,70764.05,0.0,0.0,116518.73,187282.78,0,0
18,CASH_OUT,348657.29,110893.0,0.0,201479.71,550136.99,0,0
18,CASH_IN,304481.53,162606.0,467087.53,1157274.49,852792.96,0,0
14,CASH_OUT,146435.69,11060.0,0.0,0.0,255866.95,0,0
17,PAYMENT,5544.67,50272.0,44727.33,0.0,0.0,0,0
45,TRANSFER,716297.05,716297.05,0.00,0.00,0.00,0,0
16,CASH_OUT,303064.03,672264.48,369200.45,781335.95,1084399.97,0,0
14,CASH_OUT,88325.25,20339.0,0.0,0.0,98299.82,0,0
403,TRANSFER,265836.1,265836.1,0.0,0.0,0.0,1,0
19,CASH_OUT,420252.56,0.0,0.0,2667232.52,3120495.91,0,0
9,CASH_OUT,113604.8,0.0,0.0,1610792.85,2370826.78,0,0
84,TRANSFER,180583.66,190571.51,9987.85,0.00,124269.43,0,0
18,CASH_IN,27333.13,956538.54,983871.67,7663770.88,7636437.75,0,0
15,CASH_IN,13114.04,58712.0,71826.04,656990.4,643876.36,0,0
12,PAYMENT,26934.62,0.0,0.0,0.0,0.0,0,0
16,PAYMENT,4098.59,0.0,0.0,0.0,0.0,0,0
12,PAYMENT,8984.52,9300.9,316.38,0.0,0.0,0,0
12,CASH_OUT,113768.87,24674.0,0.0,11741686.84,11756741.11,0,0
15,PAYMENT,6175.78,3812.12,0.0,0.0,0.0,0,0
331,CASH_OUT,1829301.54,1939966.08,110664.54,0.00,1829301.54,0,0
18,CASH_IN,81793.2,11336698.48,11418491.68,1984750.11,1902956.91,0,0
441,TRANSFER,7043135.60,8071232.75,1028097.15,0.00,5230193.71,0,0
13,PAYMENT,10229.08,8866.31,0.0,0.0,0.0,0,0
600,TRANSFER,1748333.58,1748333.58,0.00,799347.79,2547681.37,0,0
12,PAYMENT,7759.59,13457.0,5697.41,0.0,0.0,0,0
291,CASH_OUT,2324907.08,2324907.08,0.0,157275.18,2482182.26,1,0
13,CASH_OUT,382057.38,0.0,0.0,1385839.65,1767897.03,0,0
9,PAYMENT,7538.29,386868.86,379330.57,0.0,0.0,0,0
12,CASH_OUT,645436.37,0.0,0.0,766854.22,1248617.41,0,0
216,CASH_OUT,1631320.35,1631320.35,0.00,0.00,0.00,0,0
13,CASH_OUT,134006.52,0.0,0.0,2314746.28,2854519.47,0,0
20,CASH_IN,285171.97,3526955.85,3812127.82,2946600.92,2310091.39,0,0
500,TRANSFER,1143304.56,0.00,0.00,0.00,1042217.88,0,0
16,CASH_OUT,113426.89,0.0,0.0,1304006.14,1138206.7,0,0
18,PAYMENT,5489.71,245540.88,240051.17,0.0,0.0,0,0
8,CASH_IN,414694.05,2536698.34,2951392.39,499412.54,0.0,0,0
8,PAYMENT,4062.21,4572.0,509.79,0.0,0.0,0,0
19,CASH_OUT,90667.5,188579.82,97912.33,682308.37,772975.87,0,0
9,PAYMENT,12722.05,0.0,0.0,0.0,0.0,0,0
10,CASH_OUT,145140.16,0.0,0.0,239218.62,481695.41,0,0
12,CASH_OUT,351729.51,369376.0,17646.49,324813.63,676543.14,0,0
13,CASH_IN,6304.93,12968254.53,12974559.46,328951.2,322646.27,0,0
14,CASH_OUT,45773.43,0.0,0.0,127606.94,530627.98,0,0
13,PAYMENT,14924.94,29097.82,14172.87,0.0,0.0,0,0
644,CASH_OUT,209065.93,209065.93,0.00,0.00,0.00,0,0
112,CASH_OUT,310915.87,342616.17,31700.30,31970.73,31970.73,0,0
634,TRANSFER,43487.33,43487.33,0.00,48673.90,48673.90,0,0
19,CASH_OUT,113544.73,0.0,0.0,669756.48,837506.6,0,0
710,CASH_OUT,149883.36,159319.39,9436.03,1721207.69,1771831.67,0,0
291,CASH_OUT,16433.17,17142.82,709.65,0.00,16433.17,0,0
486,CASH_OUT,365611.54,342581.56,0.00,0.00,323765.56,0,0
324,TRANSFER,172321.71,172321.71,0.00,713583.71,885905.42,0,0
18,CASH_OUT,18490.82,0.0,0.0,231699.25,250190.07,0,0
11,CASH_IN,162361.82,2507355.98,2669717.79,2225024.16,2062662.34,0,0
692,TRANSFER,249041.53,298642.61,49601.08,2106691.71,2355733.24,0,0
127,CASH_OUT,701707.89,701707.89,0.0,3010281.05,3711988.94,1,0
338,TRANSFER,1237085.48,0.00,0.00,0.00,993065.05,0,0
678,CASH_OUT,1531910.64,1581885.21,49974.57,0.00,0.00,0,0
10,PAYMENT,26405.56,491669.2,465263.64,0.0,0.0,0,0
19,PAYMENT,6012.32,51120.38,45108.06,0.0,0.0,0,0
17,CASH_OUT,202832.62,0.0,0.0,1864599.97,2137090.98,0,0
16,TRANSFER,173008.78,0.0,0.0,534758.69,919181.49,0,0
10,PAYMENT,17393.55,153477.0,136083.45,0.0,0.0,0,0
16,CASH_OUT,121014.57,0.0,0.0,166721.59,353602.45,0,0
11,TRANSFER,1041420.53,384166.7,0.0,597191.23,2060761.5,0,0
618,CASH_OUT,397364.53,709135.17,311770.64,77616.51,474981.04,0,0
18,PAYMENT,6762.87,871632.24,864869.37,0.0,0.0,0,0
19,CASH_IN,296183.85,7924.0,304107.85,772060.64,475876.78,0,0
13,CASH_OUT,310432.42,10342.0,0.0,126613.0,437045.42,0,0
503,CASH_OUT,78376.44,78376.44,0.00,39757.72,118134.16,0,0
12,CASH_OUT,103389.43,0.0,0.0,620260.7,659958.91,0,0
10,CASH_OUT,65547.97,0.0,0.0,1142555.45,1998261.5,0,0
52,CASH_OUT,407760.93,449767.06,42006.13,6077056.81,6134643.87,0,0
18,CASH_IN,127302.83,1883140.31,2010443.14,2807200.72,2679897.89,0,0
18,CASH_OUT,157725.4,202603.0,44877.6,54392.22,211254.65,0,0
9,TRANSFER,1271771.34,48.0,0.0,33527.0,880443.95,0,0
19,CASH_OUT,70274.99,67062.66,0.00,932610.37,965197.92,0,0
11,CASH_OUT,380746.22,0.0,0.0,582027.0,962773.22,0,0
15,PAYMENT,1167.53,840105.84,838938.31,0.0,0.0,0,0
15,CASH_OUT,106826.26,206.0,0.0,1405755.5,1512581.76,0,0
17,PAYMENT,11677.6,41012.0,29334.4,0.0,0.0,0,0
8,CASH_OUT,385148.8,1336.0,0.0,0.0,385148.8,0,0
10,CASH_IN,167571.41,10416.0,177987.41,0.0,0.0,0,0
18,PAYMENT,26143.19,10501.0,0.0,0.0,0.0,0,0
8,CASH_IN,148833.3,69312.42,218145.72,107056.18,2001378.66,0,0
18,PAYMENT,36621.75,0.0,0.0,0.0,0.0,0,0
18,PAYMENT,7710.36,365783.56,358073.2,0.0,0.0,0,0
9,CASH_OUT,95630.72,0.0,0.0,265274.5,0.0,0,0
10,PAYMENT,7009.54,10884.0,3874.46,0.0,0.0,0,0
17,CASH_IN,334991.72,5019070.53,5354062.25,1945759.71,1957677.75,0,0
8,PAYMENT,2524.1,91787.03,89262.93,0.0,0.0,0,0
425,CASH_OUT,3650525.38,3650525.38,0.00,0.00,0.00,0,0
526,TRANSFER,8386871.63,8386871.63,0.00,0.00,8386871.63,0,0
10,PAYMENT,23646.45,0.0,0.0,0.0,0.0,0,0
152,CASH_OUT,481990.08,0.00,0.00,102108.31,482136.97,0,0
14,CASH_IN,116284.45,6101680.37,6217964.83,161416.96,1439.87,0,0
15,CASH_IN,261817.15,4578200.18,4840017.34,1966093.45,1547100.26,0,0
9,CASH_OUT,8226.4,0.0,0.0,9985.0,8456273.92,0,0
19,CASH_OUT,194195.62,22187.0,0.0,0.0,194195.62,0,0
11,CASH_OUT,70591.97,0.0,0.0,982756.17,1053348.14,0,0
8,CASH_IN,410487.41,5853761.19,6264248.59,690849.63,1118549.36,0,0
15,PAYMENT,2739.15,0.0,0.0,0.0,0.0,0,0
5,CASH_IN,414729.24,4132305.6,4547034.84,2109808.94,1695079.69,0,0
12,CASH_OUT,298454.0,133879.0,0.0,1344978.93,1561841.48,0,0
12,CASH_IN,62371.39,9665386.5,9727757.88,306761.28,863450.82,0,0
10,PAYMENT,14554.69,21953.0,7398.31,0.0,0.0,0,0
14,CASH_OUT,92037.45,31830.0,0.0,0.0,92037.45,0,0
13,PAYMENT,65580.62,10816.0,0.0,0.0,0.0,0,0
9,PAYMENT,8872.29,0.0,0.0,0.0,0.0,0,0
14,CASH_OUT,357507.52,16348.0,0.0,55873.54,413381.06,0,0
158,TRANSFER,272236.65,272236.65,0.00,0.00,0.00,0,0
19,PAYMENT,3809.11,0.0,0.0,0.0,0.0,0,0
19,CASH_IN,113103.28,10715.0,123818.28,893124.74,780021.46,0,0
17,PAYMENT,22140.61,0.0,0.0,0.0,0.0,0,0
16,CASH_OUT,13797.84,6847.0,0.0,0.0,13797.84,0,0
17,PAYMENT,11370.7,458875.03,447504.33,0.0,0.0,0,0
15,TRANSFER,300895.66,0.0,0.0,976852.89,1277748.55,0,0
16,PAYMENT,18101.95,0.0,0.0,0.0,0.0,0,0
19,CASH_IN,46346.75,11101.0,57447.75,33497.22,59444.61,0,0
720,CASH_OUT,114747.87,126950.28,12202.41,1084494.02,1084494.02,0,0
8,CASH_IN,281490.58,5997562.68,6279053.26,660132.98,490685.21,0,0
13,CASH_IN,36670.61,790.0,37460.61,338559.42,121039.7,0,0
144,CASH_OUT,10774.96,10774.96,0.00,79242.02,90016.98,0,0
720,TRANSFER,1649372.46,1649372.46,0.00,0.00,0.00,0,0
17,CASH_OUT,317069.1,0.0,0.0,1219989.81,1537058.91,0,0
10,CASH_IN,64790.46,5024845.26,5089635.73,2415734.19,2423178.88,0,0
14,CASH_OUT,392478.96,0.0,0.0,8001815.89,8562299.63,0,0
580,TRANSFER,628697.26,628697.26,0.0,0.0,0.0,1,0
167,TRANSFER,5352.89,5722.02,369.13,29328.31,34681.20,0,0
694,TRANSFER,2294009.03,2294009.03,0.00,0.00,2294009.03,0,0
11,TRANSFER,1343477.32,263531.16,0.0,2292159.33,3635636.66,0,0
18,CASH_OUT,239529.88,58754.0,0.0,602685.89,842215.77,0,0
19,CASH_OUT,125918.35,0.0,0.0,6210411.81,6336330.16,0,0
20,PAYMENT,7159.45,5614.62,0.0,0.0,0.0,0,0
297,TRANSFER,256527.93,321699.24,65171.31,79574.91,336102.84,0,0
12,CASH_IN,377115.22,60747.0,437862.22,101694.48,0.0,0,0
13,PAYMENT,5217.6,0.0,0.0,0.0,0.0,0,0
9,CASH_OUT,136020.21,1247.03,0.0,154718.22,592935.11,0,0
88,TRANSFER,176639.62,176639.62,0.00,0.00,0.00,0,0
17,CASH_OUT,130290.78,0.0,0.0,584973.17,715263.94,0,0
9,PAYMENT,12210.49,39089.1,26878.61,0.0,0.0,0,0
9,PAYMENT,8285.84,10041.0,1755.16,0.0,0.0,0,0
425,TRANSFER,10000000.0,19585040.37,19585040.37,0.0,0.0,1,1
12,CASH_OUT,624714.21,106944.0,0.0,3435266.12,4059980.33,0,0
10,CASH_OUT,140147.97,684.0,0.0,317881.97,605000.45,0,0
16,PAYMENT,429.61,358001.16,357571.55,0.0,0.0,0,0
467,CASH_OUT,307496.70,0.00,0.00,0.00,245516.90,0,0
678,CASH_OUT,172886.81,0.00,0.00,0.00,108486.62,0,0
213,TRANSFER,249834.60,121268.73,0.00,0.00,249834.60,0,0
656,CASH_OUT,1340839.89,1796154.01,455314.12,0.00,1340839.89,0,0
97,TRANSFER,2071052.33,2156895.27,85842.94,0.00,0.00,0,0
276,CASH_OUT,299598.23,299598.23,0.00,0.00,0.00,0,0
226,TRANSFER,345207.46,269490.11,0.00,0.00,220567.69,0,0
11,PAYMENT,1077.96,257440.06,256362.1,0.0,0.0,0,0
15,CASH_OUT,305099.17,79979.86,0.0,0.0,376236.21,0,0
19,CASH_OUT,10359.41,0.0,0.0,65017.29,75376.71,0,0
19,CASH_IN,211325.42,1559438.31,1770763.73,590223.79,378898.37,0,0
16,PAYMENT,13809.56,0.0,0.0,0.0,0.0,0,0
18,PAYMENT,15468.3,0.0,0.0,0.0,0.0,0,0
20,PAYMENT,4088.53,1261375.62,1257287.09,0.0,0.0,0,0
18,TRANSFER,273786.98,83065.53,0.0,1366294.2,1742737.12,0,0
11,PAYMENT,14554.63,49160.88,34606.24,0.0,0.0,0,0
501,TRANSFER,402684.08,402684.08,0.00,3966487.50,3966487.50,0,0
418,TRANSFER,1689436.46,1689436.46,0.00,0.00,1689436.46,0,0
654,CASH_OUT,143758.82,143758.82,0.00,0.00,0.00,0,0
10,CASH_OUT,79159.26,0.0,0.0,331015.48,1518112.18,0,0
255,TRANSFER,1555007.26,1654816.24,99808.98,0.00,1555007.26,0,0
14,CASH_OUT,321390.64,96585.3,0.0,403137.68,430050.45,0,0
10,PAYMENT,7939.23,123764.0,115824.77,0.0,0.0,0,0
16,CASH_IN,92694.11,50127.0,142821.11,1698602.15,2476595.3,0,0
18,PAYMENT,5473.14,143918.76,138445.62,0.0,0.0,0,0
19,CASH_IN,76217.04,7531813.44,7608030.48,282481.26,206264.21,0,0
14,PAYMENT,1128.22,0.0,0.0,0.0,0.0,0,0
71,CASH_OUT,14385.54,14385.54,0.0,28309.09,42694.63,1,0
10,PAYMENT,6733.55,2462.0,0.0,0.0,0.0,0,0
735,CASH_OUT,186527.74,186527.74,0.00,0.00,0.00,0,0
11,CASH_OUT,278619.77,102210.0,0.0,351065.38,1468221.39,0,0
180,TRANSFER,57566.72,57566.72,0.00,0.00,57566.72,0,0
18,DEBIT,3708.88,351.0,0.0,94118.67,97827.55,0,0
632,CASH_OUT,131383.85,212649.06,81265.21,0.00,104027.57,0,0
14,CASH_IN,276165.22,105596.0,381761.22,157261.4,88627.31,0,0
15,CASH_OUT,85085.08,25246.0,0.0,4992873.5,5077958.57,0,0
13,CASH_IN,218726.41,54146.0,272872.41,1199447.7,980721.29,0,0
18,CASH_IN,47141.97,9036.0,56177.97,0.0,0.0,0,0
17,CASH_IN,60957.69,45363.0,106320.69,227917.27,166959.58,0,0
14,CASH_IN,189523.33,1005.0,190528.33,44753.67,0.0,0,0
17,PAYMENT,19475.68,0.0,0.0,0.0,0.0,0,0
18,CASH_IN,191659.37,11186.0,202845.37,0.0,0.0,0,0
16,CASH_IN,114451.44,284150.0,398601.44,10086.7,0.0,0,0
16,CASH_OUT,125000.13,0.0,0.0,159318.62,284318.75,0,0
12,PAYMENT,17007.95,257893.66,240885.71,0.0,0.0,0,0
9,CASH_OUT,262338.84,49894.0,0.0,76155.17,260701.29,0,0
15,CASH_IN,394824.26,99992.0,494816.26,278193.91,0.0,0,0
14,CASH_OUT,144476.81,0.0,0.0,1498788.14,1768831.22,0,0
12,PAYMENT,2855.4,12237.0,9381.6,0.0,0.0,0,0
7,CASH_IN,305777.01,705826.48,1011603.49,420974.64,0.0,0,0
10,PAYMENT,7653.8,260295.49,252641.69,0.0,0.0,0,0
9,PAYMENT,10511.05,778679.0,768167.95,0.0,0.0,0,0
12,CASH_OUT,235792.03,0.0,0.0,986588.0,1360069.07,0,0
11,CASH_IN,34928.4,2121206.85,2156135.24,14192884.64,14157956.25,0,0
7,PAYMENT,11168.84,300433.0,289264.16,0.0,0.0,0,0
16,CASH_IN,176826.89,1654520.28,1831347.17,635800.22,458973.33,0,0
212,CASH_OUT,242881.52,242881.52,0.00,1334.83,244216.35,0,0
12,PAYMENT,16776.15,105.0,0.0,0.0,0.0,0,0
10,PAYMENT,17491.01,74007.0,56515.99,0.0,0.0,0,0
18,PAYMENT,10794.59,0.0,0.0,0.0,0.0,0,0
13,CASH_OUT,224880.91,31210.0,0.0,113747.0,338627.91,0,0
16,CASH_OUT,103933.5,29733.0,0.0,1196890.19,1300823.7,0,0
13,CASH_IN,307220.57,1632842.98,1940063.55,5392500.13,6453881.16,0,0
10,CASH_OUT,641702.13,33903.0,0.0,26487.0,668189.13,0,0
313,TRANSFER,1284535.39,1621127.00,336591.61,0.00,666385.04,0,0
266,CASH_OUT,81143.91,81143.91,0.00,0.00,0.00,0,0
17,CASH_OUT,172650.23,275560.7,102910.47,168559.06,341209.29,0,0
11,PAYMENT,29095.36,0.0,0.0,0.0,0.0,0,0
432,TRANSFER,2161043.23,3185516.18,1024472.95,2183534.37,4344577.60,0,0
9,PAYMENT,21067.03,20697.0,0.0,0.0,0.0,0,0
653,CASH_OUT,131231.26,152333.46,21102.20,0.00,131231.26,0,0
244,CASH_OUT,6474792.56,7057781.15,582988.59,0.00,0.00,0,0
238,TRANSFER,140944.50,140944.50,0.00,151592.61,292537.11,0,0
15,PAYMENT,7699.06,5032.0,0.0,0.0,0.0,0,0
17,PAYMENT,27331.84,19654.09,0.0,0.0,0.0,0,0
13,CASH_OUT,335543.17,302737.0,0.0,0.0,335543.17,0,0
12,CASH_IN,130812.23,23755527.06,23886339.29,614577.34,133324.51,0,0
18,PAYMENT,1982.9,0.0,0.0,0.0,0.0,0,0
527,CASH_OUT,1835259.24,1691098.15,0.00,9378335.23,10291715.40,0,0
11,CASH_OUT,7406.62,0.0,0.0,40984.83,48391.45,0,0
753,CASH_OUT,512763.86,580398.21,67634.35,1564371.77,2077135.63,0,0
9,CASH_IN,200971.34,15372841.77,15573813.11,246810.0,2002479.16,0,0
388,CASH_OUT,386406.78,386406.78,0.00,0.00,386406.78,0,0
721,TRANSFER,3200154.57,4000691.19,800536.62,451311.24,3651465.81,0,0
16,PAYMENT,1103.08,161285.15,160182.07,0.0,0.0,0,0
18,PAYMENT,8851.55,0.0,0.0,0.0,0.0,0,0
70,CASH_OUT,434288.13,469278.34,34990.21,0.00,45805.02,0,0
14,CASH_OUT,28187.53,31544.0,3356.47,3655944.92,3934652.91,0,0
12,CASH_OUT,111651.27,0.0,0.0,118043.54,229694.81,0,0
13,CASH_IN,48925.75,2218596.91,2267522.66,137244.61,308913.49,0,0
15,CASH_OUT,28123.88,89445.22,61321.34,904713.26,932837.14,0,0
7,CASH_OUT,155223.39,111.0,0.0,32142.0,1129092.65,0,0
9,TRANSFER,169114.69,0.0,0.0,1866884.79,1822519.14,0,0
18,CASH_OUT,215399.12,0.0,0.0,636210.22,851609.34,0,0
8,CASH_OUT,279329.71,0.0,0.0,533612.71,1311387.88,0,0
321,TRANSFER,148541.50,148541.50,0.00,639464.33,788005.83,0,0
353,CASH_OUT,3172105.64,2967430.99,0.00,204850.84,2585473.65,0,0
20,CASH_OUT,132941.15,0.0,0.0,705244.38,838185.53,0,0
12,PAYMENT,36265.66,0.0,0.0,0.0,0.0,0,0
19,CASH_OUT,401111.45,0.0,0.0,1416886.05,1817997.5,0,0
105,TRANSFER,4708305.30,0.00,0.00,314852.28,4750833.68,0,0
20,CASH_OUT,44192.11,0.0,0.0,4850910.93,4895103.04,0,0
567,TRANSFER,5584866.44,5584866.44,0.00,1381785.89,1381785.89,0,0
10,CASH_OUT,343417.86,0.0,0.0,346814.2,690232.06,0,0
