step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
16,PAYMENT,4319.82,C1721615844,0.0,0.0,M1801179413,0.0,0.0,0,0
14,CASH_OUT,191541.74,C377407389,0.0,0.0,C1854275891,4759636.18,5196324.1,0,0
10,CASH_OUT,228415.99,C1171854702,1041.0,0.0,C904776956,876346.83,1104762.82,0,0
9,PAYMENT,30406.53,C696288223,380.0,0.0,M1720297702,0.0,0.0,0,0
20,CASH_IN,311263.54,C1057477396,24432530.47,24743794.01,C690974847,720077.73,582152.8,0,0
14,CASH_IN,268770.4,C578225102,96301.0,365071.4,C1002002601,14140538.01,14035150.48,0,0
18,CASH_OUT,144632.76,C1915858365,0.0,0.0,C1576373122,472623.75,516199.8,0,0
18,PAYMENT,21676.22,C271320347,20380.78,0.0,M522159619,0.0,0.0,0,0
10,PAYMENT,4702.6,C246159365,185.0,0.0,M71340669,0.0,0.0,0,0
10,CASH_OUT,169881.75,C799648794,328737.0,158855.25,C623008408,141492.63,2105853.68,0,0
14,PAYMENT,26541.45,C1059353248,20959.0,0.0,M1658422293,0.0,0.0,0,0
15,CASH_OUT,151912.3,C41627644,0.0,0.0,C955352041,1744280.74,1896193.04,0,0
7,CASH_OUT,9140.92,C304060411,0.0,0.0,C2099343080,33109.0,42249.92,0,0
13,PAYMENT,20274.63,C2078370840,564203.73,543929.1,M2077853393,0.0,0.0,0,0
19,PAYMENT,10398.24,C320611407,125347.61,114949.36,M1003782307,0.0,0.0,0,0
11,CASH_OUT,49023.8,C287954763,392302.15,343278.35,C1294923102,338034.72,387058.52,0,0
20,TRANSFER,74695.07,C721265656,0.0,0.0,C570120468,321826.8,466405.68,0,0
14,CASH_IN,50789.0,C732282218,11334181.98,11384970.99,C414781003,679120.46,0.0,0,0
2,PAYMENT,799.18,C1169370622,55261.0,54461.82,M325897214,0.0,0.0,0,0
11,CASH_IN,178008.32,C1959466854,2197540.99,2375549.31,C576901850,3987771.89,4327466.72,0,0
12,PAYMENT,8128.12,C693803353,21095.0,12966.88,M517829968,0.0,0.0,0,0
10,PAYMENT,26962.21,C1055861043,806342.44,779380.23,M362618844,0.0,0.0,0,0
18,CASH_IN,121273.64,C2011265170,1867932.96,1989206.6,C653305407,5023610.65,4902337.01,0,0
18,TRANSFER,1634411.0,C2031018482,21270.0,0.0,C918657696,105445.0,1739856.0,0,0
14,PAYMENT,9289.41,C1875304943,81593.24,72303.83,M1374916740,0.0,0.0,0,0
10,CASH_IN,235390.04,C834747357,1670.0,237060.04,C1770834928,0.0,0.0,0,0
13,PAYMENT,17477.46,C1655351437,460556.0,443078.54,M951269351,0.0,0.0,0,0
16,PAYMENT,8363.95,C212485077,0.0,0.0,M1213339694,0.0,0.0,0,0
15,CASH_IN,29867.43,C582332424,19099.0,48966.43,C2048360109,419604.88,220153.23,0,0
15,CASH_IN,215116.14,C1229905498,10522.0,225638.14,C145179602,887373.45,672257.31,0,0
12,PAYMENT,6229.38,C1887405519,0.0,0.0,M1863172620,0.0,0.0,0,0
15,CASH_OUT,93193.72,C2107078006,0.0,0.0,C570108072,183813.52,288892.35,0,0
17,CASH_OUT,63340.77,C987023417,47347.22,0.0,C1005354440,426641.6,489982.37,0,0
1,CASH_OUT,287126.39,C10885570,1861352.98,1574226.59,C793315160,29078.22,139915.18,0,0
8,CASH_OUT,87572.69,C793840164,0.0,0.0,C1306439078,200487.8,288060.49,0,0
9,CASH_IN,162121.1,C161702256,608708.46,770829.55,C1323741703,1966850.36,1951479.65,0,0
9,PAYMENT,27765.1,C1100864090,109126.48,81361.38,M2032112100,0.0,0.0,0,0
14,PAYMENT,14700.64,C1675017991,0.0,0.0,M934282620,0.0,0.0,0,0
10,PAYMENT,5834.57,C1828167548,0.0,0.0,M294947504,0.0,0.0,0,0
17,CASH_IN,132693.02,C1178150624,0.0,132693.02,C1040856959,74093.36,0.0,0,0
16,CASH_IN,92694.11,C195995707,50127.0,142821.11,C2122491387,1698602.15,2476595.3,0,0
12,CASH_IN,116484.95,C459026462,5610095.16,5726580.11,C877785117,155463.14,38978.2,0,0
9,CASH_IN,45908.24,C761834367,7416785.95,7462694.19,C1438479249,53132.0,7223.76,0,0
18,PAYMENT,545.98,C525009758,0.0,0.0,M644475516,0.0,0.0,0,0
14,PAYMENT,827.87,C655040227,335.0,0.0,M2066612403,0.0,0.0,0,0
17,PAYMENT,20101.29,C519489277,572157.86,552056.58,M1171506576,0.0,0.0,0,0
13,CASH_IN,219908.73,C879772951,50937.0,270845.73,C1769166725,0.0,0.0,0,0
19,CASH_OUT,366196.57,C2122201662,10902.0,0.0,C1385912131,604219.58,970416.15,0,0
9,CASH_OUT,610211.58,C863431986,100685.0,0.0,C1436823730,0.0,1014849.59,0,0
18,CASH_IN,167374.91,C448965098,26467781.87,26635156.78,C1365867134,728932.26,561557.35,0,0
10,PAYMENT,1405.76,C809961889,1027234.14,1025828.38,M553538319,0.0,0.0,0,0
12,CASH_IN,61816.25,C1439745792,10674377.2,10736193.45,C439950871,2602459.78,3116371.26,0,0
9,TRANSFER,1871487.86,C6139547,0.0,0.0,C99509209,2183506.39,5160047.87,0,0
18,PAYMENT,8006.34,C480423010,0.0,0.0,M1900579433,0.0,0.0,0,0
10,PAYMENT,5220.71,C714571489,1497348.54,1492127.83,M365170496,0.0,0.0,0,0
15,PAYMENT,19965.3,C403565542,0.0,0.0,M1933489886,0.0,0.0,0,0
13,TRANSFER,115067.3,C1393537497,0.0,0.0,C812429472,142536.85,257604.15,0,0
14,PAYMENT,18379.03,C940780526,24668.0,6288.97,M1604084007,0.0,0.0,0,0
15,CASH_OUT,123019.54,C1372581694,333862.0,210842.46,C1973538135,4543553.77,4666573.3,0,0
19,CASH_OUT,91339.04,C696660679,145668.0,54328.96,C1573957930,0.0,443452.0,0,0
18,CASH_OUT,90871.81,C70389449,34676.0,0.0,C715007517,213386.1,503182.1,0,0
18,CASH_IN,85555.71,C241534462,3404646.89,3490202.6,C1194297436,283986.17,198430.46,0,0
20,CASH_IN,196660.26,C583046644,2413882.49,2610542.75,C1947242643,27485442.93,27546402.91,0,0
9,CASH_IN,322440.61,C553565194,11673212.5,11995653.11,C881662115,455078.9,104377.2,0,0
19,CASH_IN,22108.48,C1924565166,32266.0,54374.48,C619567666,90221.0,40366.0,0,0
14,CASH_OUT,383761.73,C52289318,4078.0,0.0,C683593387,1123932.5,2508010.56,0,0
13,CASH_IN,79202.27,C2028815040,1656954.86,1736157.13,C800453671,355884.04,276681.77,0,0
11,PAYMENT,6505.13,C887618731,0.0,0.0,M1791455833,0.0,0.0,0,0
12,PAYMENT,14829.34,C54579104,135550.04,120720.69,M615866876,0.0,0.0,0,0
16,CASH_IN,236341.95,C95342039,4439098.69,4675440.64,C325810209,401271.83,388245.28,0,0
16,CASH_IN,127277.61,C539867585,9531495.03,9658772.64,C431640016,156600.22,29322.61,0,0
14,CASH_OUT,201259.5,C1101434147,32311.0,0.0,C1998263597,44056.8,245316.3,0,0
17,PAYMENT,13232.75,C1231803697,518711.99,505479.24,M1044797948,0.0,0.0,0,0
14,CASH_IN,77562.5,C788240251,19383543.2,19461105.7,C338797532,249835.21,517789.07,0,0
19,CASH_IN,97461.78,C2115123076,4280899.36,4378361.14,C1055003519,449364.21,351902.43,0,0
15,CASH_IN,454674.31,C1380263847,1384646.26,1839320.57,C1088997819,1009822.51,523326.65,0,0
10,CASH_OUT,186980.48,C2092018088,0.0,0.0,C1687224917,466024.04,653004.51,0,0
18,PAYMENT,8654.17,C1632610245,171068.0,162413.83,M665113509,0.0,0.0,0,0
12,CASH_IN,191762.11,C1173918806,4586386.87,4778148.97,C1034931409,534633.2,342871.09,0,0
12,CASH_OUT,11037.15,C1287382180,0.0,0.0,C1873150418,1341494.61,1719888.1,0,0
17,CASH_OUT,61790.64,C645155327,65778.0,3987.36,C2021266303,277993.22,0.0,0,0
19,PAYMENT,11568.16,C794635437,166422.12,154853.96,M1313564241,0.0,0.0,0,0
14,CASH_OUT,256102.27,C619377724,84133.0,0.0,C214906206,0.0,118592.87,0,0
9,CASH_OUT,334843.83,C727995555,6795.0,0.0,C1517016560,399094.15,555710.96,0,0
9,CASH_OUT,112941.26,C1137966078,0.0,0.0,C814408370,139355.91,149418.8,0,0
16,CASH_IN,168890.91,C75483573,2616193.09,2785084.01,C725529737,605071.3,249404.04,0,0
13,CASH_OUT,37115.33,C1408280746,0.0,0.0,C1197564736,453769.92,490885.25,0,0
13,CASH_IN,33336.19,C1133907398,1054423.88,1087760.06,C2072615239,745184.55,711848.37,0,0
1,CASH_IN,90697.75,C435034854,2394376.85,2485074.59,C662736689,4891090.56,4629353.77,0,0
12,CASH_OUT,105238.18,C1663546708,0.0,0.0,C874226757,885396.93,1106244.04,0,0
18,PAYMENT,9662.07,C645387907,20970.0,11307.93,M755672592,0.0,0.0,0,0
10,PAYMENT,4517.81,C999389372,51279.0,46761.19,M1187302421,0.0,0.0,0,0
9,TRANSFER,1119420.45,C4394828,7931.0,0.0,C1235725243,0.0,621975.01,0,0
15,CASH_OUT,166977.03,C119721668,0.0,0.0,C1038753033,273996.86,440973.89,0,0
8,CASH_IN,6744.26,C1003366618,4310019.28,4316763.54,C1396755641,2116859.8,2666422.03,0,0
12,TRANSFER,3145466.77,C53295103,80331.0,0.0,C1092512600,58541.0,3937741.21,0,0
16,PAYMENT,7788.19,C1709462318,149175.0,141386.81,M52178854,0.0,0.0,0,0
19,PAYMENT,1916.94,C1104997625,20134.0,18217.06,M1193771883,0.0,0.0,0,0
14,CASH_OUT,237808.73,C2004033601,191793.0,0.0,C503968659,0.0,237808.73,0,0
13,PAYMENT,46315.89,C1406646461,108.0,0.0,M1106736367,0.0,0.0,0,0
18,TRANSFER,478646.74,C64891783,144.0,0.0,C523378182,0.0,478646.74,0,0
11,PAYMENT,4210.91,C1419936978,6372.0,2161.09,M1166841296,0.0,0.0,0,0
17,CASH_OUT,141249.93,C1407928515,0.0,0.0,C1617537788,170891.6,312141.53,0,0
10,CASH_IN,180505.48,C1675508227,5216347.62,5396853.11,C769507769,627499.3,446993.82,0,0
9,CASH_IN,358153.33,C1370268268,26747.0,384900.33,C248937559,995.0,0.0,0,0
16,CASH_OUT,220500.28,C84825299,425982.61,205482.33,C1857427252,1235186.19,1455686.48,0,0
18,PAYMENT,14892.79,C793391772,0.0,0.0,M1990999381,0.0,0.0,0,0
16,PAYMENT,8794.63,C1203915810,317294.05,308499.42,M711275337,0.0,0.0,0,0
15,CASH_OUT,184174.73,C1814258325,0.0,0.0,C1084873380,2889247.46,3073422.19,0,0
9,PAYMENT,4523.35,C2054149994,150002.43,145479.07,M1672929782,0.0,0.0,0,0
17,DEBIT,3420.29,C90642577,12132.0,8711.71,C1121863378,1334931.53,1123119.31,0,0
13,CASH_OUT,33955.84,C1265023787,0.0,0.0,C1803691196,107743.34,141699.18,0,0
17,CASH_IN,130492.58,C1658258080,1012470.0,1142962.58,C1955298108,173275.29,42782.71,0,0
7,PAYMENT,2066.04,C1741230803,92029.0,89962.96,M1615944369,0.0,0.0,0,0
12,CASH_IN,62437.7,C1020456697,2272039.28,2334476.98,C431028010,557777.35,135648.9,0,0
12,CASH_IN,250248.37,C1320234262,7300.0,257548.37,C837981223,0.0,0.0,0,0
12,PAYMENT,4997.5,C1641601869,2022.0,0.0,M549556158,0.0,0.0,0,0
18,PAYMENT,1459.01,C1180479405,6215.0,4755.99,M347768947,0.0,0.0,0,0
10,CASH_IN,71309.45,C839477686,555732.93,627042.38,C570409417,678462.26,607152.81,0,0
17,PAYMENT,4672.31,C1011194451,0.0,0.0,M1821833661,0.0,0.0,0,0
19,CASH_OUT,19029.74,C291968318,296.0,0.0,C1201342452,853230.47,872260.2,0,0
16,CASH_OUT,122744.29,C1220984985,0.0,0.0,C137318700,590511.75,713256.04,0,0
18,CASH_OUT,8818.76,C2040515717,100686.6,91867.84,C622041326,17065.0,25883.76,0,0
15,PAYMENT,14620.48,C1752016909,0.0,0.0,M2028808785,0.0,0.0,0,0
13,CASH_OUT,126469.68,C1821552085,35522.0,0.0,C1901655136,937056.67,1224419.36,0,0
19,CASH_OUT,16535.01,C1545606009,154.0,0.0,C537319287,276875.81,293410.83,0,0
1,CASH_IN,232953.64,C1037163664,407590.65,640544.28,C33524623,1172672.27,1517262.16,0,0
17,PAYMENT,8247.3,C591965494,12411.0,4163.7,M1973386470,0.0,0.0,0,0
18,PAYMENT,6445.17,C14541367,15973.0,9527.83,M2139030614,0.0,0.0,0,0
14,CASH_OUT,337320.86,C1485668067,55133.0,0.0,C1284560200,56894.97,343225.84,0,0
15,CASH_OUT,301162.25,C1083457291,267063.01,0.0,C1972335962,5020980.19,5505089.58,0,0
14,CASH_OUT,153226.08,C1513116838,99753.0,0.0,C218050459,0.0,419650.81,0,0
10,CASH_IN,289565.15,C993756792,1694755.65,1984320.79,C524804429,1495618.18,1206053.04,0,0
18,CASH_IN,9056.43,C2058675245,3643992.11,3653048.54,C266071056,961979.59,952923.16,0,0
18,CASH_OUT,117319.05,C38004459,34735.0,0.0,C423090540,3035872.22,3153191.27,0,0
16,CASH_IN,84739.69,C16635155,1885585.68,1970325.37,C1758099099,1643714.73,1884911.8,0,0
11,CASH_OUT,276129.69,C1702078463,279751.0,3621.31,C1239660651,201103.5,402998.27,0,0
11,CASH_IN,136171.04,C1921540743,1066703.02,1202874.06,C1590351968,6611400.29,6475229.25,0,0
18,CASH_OUT,328974.64,C724105726,0.0,0.0,C712971356,441840.98,775960.59,0,0
13,CASH_IN,180492.95,C449104841,311005.0,491497.95,C1958641252,3385684.69,3205191.73,0,0
14,PAYMENT,6833.05,C979479140,0.0,0.0,M1258469310,0.0,0.0,0,0
19,CASH_OUT,142367.77,C522319530,199620.0,57252.23,C1400383789,1238781.56,1868245.8,0,0
17,CASH_OUT,94980.69,C1975284558,32918.0,0.0,C249914491,0.0,94980.69,0,0
19,PAYMENT,24565.41,C453090994,2057.0,0.0,M2052084131,0.0,0.0,0,0
10,PAYMENT,15904.49,C782504840,93025.0,77120.51,M2072535797,0.0,0.0,0,0
15,PAYMENT,529.09,C148423177,643.0,113.91,M1349172383,0.0,0.0,0,0
15,PAYMENT,31692.91,C344935910,307879.0,276186.09,M873718329,0.0,0.0,0,0
16,CASH_OUT,59328.28,C784024976,98.0,0.0,C785703145,1910637.98,3791297.43,0,0
8,PAYMENT,3158.73,C448704000,0.0,0.0,M1070849963,0.0,0.0,0,0
18,CASH_IN,49224.72,C1233197762,99430.0,148654.72,C794953514,1940136.58,1890911.87,0,0
14,PAYMENT,8326.78,C683102227,39385.58,31058.79,M961168470,0.0,0.0,0,0
16,CASH_IN,71986.45,C597456408,11721217.64,11793204.09,C2131983827,115919.21,43932.76,0,0
10,CASH_OUT,150674.71,C322528836,0.0,0.0,C837627890,261077.95,999421.84,0,0
10,PAYMENT,8401.29,C126004627,0.0,0.0,M1325435168,0.0,0.0,0,0
8,CASH_IN,28545.64,C1531625230,6851046.04,6879591.68,C459172227,2429748.08,2674981.69,0,0
19,CASH_OUT,120335.19,C2087246451,0.0,0.0,C618653262,1105004.98,1231881.78,0,0
8,TRANSFER,293242.88,C1657752728,579.0,0.0,C1203094087,0.0,375835.62,0,0
13,CASH_OUT,241836.7,C1628349732,20570.0,0.0,C1069066089,1235903.42,1477740.12,0,0
14,CASH_OUT,40279.92,C2049859801,0.0,0.0,C962389937,208898.24,254903.89,0,0
17,CASH_IN,305603.94,C2039358107,88859.38,394463.32,C626876868,214.0,0.0,0,0
17,PAYMENT,17943.8,C1694031556,0.0,0.0,M1623196226,0.0,0.0,0,0
15,CASH_IN,389392.95,C716419305,8614947.19,9004340.14,C1175621932,1704276.3,1547100.26,0,0
12,PAYMENT,1594.17,C1470830898,20118.0,18523.83,M924160802,0.0,0.0,0,0
18,CASH_IN,345641.08,C138984466,1549605.25,1895246.33,C162409295,952463.5,606822.42,0,0
16,CASH_IN,290153.73,C471187606,17053548.73,17343702.46,C1954038071,413935.56,123781.83,0,0
16,TRANSFER,347966.09,C1964695157,0.0,0.0,C84856464,492860.63,840826.72,0,0
12,PAYMENT,9335.95,C954142540,11641.0,2305.05,M1946257516,0.0,0.0,0,0
18,PAYMENT,16881.99,C1165591663,6456.51,0.0,M77823314,0.0,0.0,0,0
9,CASH_OUT,81853.79,C744829906,0.0,0.0,C494028124,102750.0,1020995.06,0,0
17,CASH_OUT,105798.67,C555472575,0.0,0.0,C1536189988,147660.62,371652.07,0,0
13,PAYMENT,20046.38,C912749624,281.0,0.0,M1142545250,0.0,0.0,0,0
16,CASH_IN,241079.69,C819693714,1840475.79,2081555.49,C1060563153,4148227.75,4116592.89,0,0
13,TRANSFER,244859.22,C2025405332,298641.09,53781.87,C1151181945,760782.75,1005641.97,0,0
13,CASH_IN,231930.41,C1205616660,4915260.99,5147191.39,C1659592701,404513.0,695774.28,0,0
15,CASH_OUT,248002.03,C1813607743,29906.0,0.0,C167129957,82219.0,788069.46,0,0
16,CASH_IN,223593.65,C1275907215,5406835.42,5630429.07,C221674877,3088727.68,2865134.02,0,0
14,CASH_OUT,104535.19,C1745565689,53789.0,0.0,C868288978,1189410.93,1293946.11,0,0
19,PAYMENT,16537.39,C839524562,44103.0,27565.61,M2014722277,0.0,0.0,0,0
12,CASH_IN,23120.45,C1531383875,2976349.36,2999469.81,C1104070576,1807304.09,1784183.64,0,0
17,CASH_IN,233798.19,C1630822552,7930125.49,8163923.68,C428212392,391064.83,216723.02,0,0
20,CASH_OUT,40113.19,C2024397235,0.0,0.0,C1653159460,352379.91,392493.1,0,0
17,CASH_OUT,31637.16,C2036714179,0.0,0.0,C1941598182,608856.78,640493.95,0,0
17,PAYMENT,37057.28,C1882186511,773.0,0.0,M1796493635,0.0,0.0,0,0
16,PAYMENT,8524.13,C222845847,0.0,0.0,M1276846810,0.0,0.0,0,0
16,CASH_OUT,298486.58,C383620789,0.0,0.0,C628840635,378635.76,974138.35,0,0
10,PAYMENT,25806.03,C623517343,127068.0,101261.97,M1142942019,0.0,0.0,0,0
19,PAYMENT,12270.33,C1943757613,7595.0,0.0,M1730428509,0.0,0.0,0,0
13,CASH_IN,44835.07,C929924703,1153931.19,1198766.26,C734211754,1372408.61,950484.21,0,0
18,CASH_IN,64204.99,C1039300599,7914949.48,7979154.47,C400097197,70656.77,6451.78,0,0
10,CASH_OUT,275787.27,C1730244924,29875.0,0.0,C828138449,119995.0,616090.29,0,0
9,CASH_OUT,363630.66,C1731800545,0.0,0.0,C1891996193,281480.0,3867308.72,0,0
18,CASH_OUT,292551.43,C622580236,244286.09,0.0,C531838360,1671289.05,1963840.48,0,0
18,CASH_IN,92497.44,C1437137068,1413626.32,1506123.76,C860210648,471528.0,0.0,0,0
13,PAYMENT,6910.4,C1562855549,0.0,0.0,M714571692,0.0,0.0,0,0
13,PAYMENT,37605.76,C24921230,48063.0,10457.24,M1824169388,0.0,0.0,0,0
19,CASH_IN,593911.24,C1371896979,1201501.41,1795412.65,C1446237952,6329410.32,5735499.07,0,0
9,CASH_OUT,160028.35,C925181517,0.0,0.0,C201474654,8405039.86,8565068.21,0,0
15,TRANSFER,476910.92,C183342456,0.0,0.0,C148794641,3294791.55,3771702.46,0,0
15,CASH_IN,133845.19,C1201740641,7116.0,140961.19,C1979080020,199799.27,65954.08,0,0
15,PAYMENT,169.79,C1130482383,1123052.31,1122882.52,M1786928418,0.0,0.0,0,0
9,CASH_IN,89184.29,C1562245202,3879914.47,3969098.76,C2071553154,248077.0,440574.72,0,0
13,PAYMENT,5285.95,C1937966166,0.0,0.0,M1172008041,0.0,0.0,0,0
8,CASH_OUT,283525.69,C1172523256,5736.0,0.0,C1608602720,135529.46,134115.24,0,0
14,CASH_OUT,319530.08,C1247997754,48231.0,0.0,C352331958,0.0,319530.08,0,0
12,PAYMENT,23481.92,C250801587,0.0,0.0,M181909713,0.0,0.0,0,0
15,CASH_OUT,70169.82,C2092501970,93764.0,23594.18,C1189243384,186917.42,257087.25,0,0
19,PAYMENT,18927.82,C1193885830,0.0,0.0,M1645080371,0.0,0.0,0,0
14,CASH_OUT,95625.39,C48043738,193.0,0.0,C1448067637,38698.66,134324.05,0,0
11,TRANSFER,2267022.02,C1935857168,107626.0,0.0,C1267159812,7246708.77,9791804.54,0,0
13,CASH_OUT,163622.17,C894611801,0.0,0.0,C110381727,396575.55,560197.72,0,0
13,CASH_OUT,193730.43,C905414331,22589.0,0.0,C958956183,5104524.0,6112813.23,0,0
14,CASH_OUT,306555.26,C1729400773,336.0,0.0,C841868997,0.0,617533.25,0,0
10,CASH_OUT,156631.41,C1772746141,1177003.26,1020371.85,C933388833,3836424.55,5720555.29,0,0
16,PAYMENT,10926.7,C1615133382,74310.0,63383.3,M1324311360,0.0,0.0,0,0
19,CASH_OUT,101769.32,C649172084,0.0,0.0,C891922506,4730396.47,4976532.01,0,0
18,PAYMENT,5641.94,C887980953,0.0,0.0,M1982081883,0.0,0.0,0,0
10,PAYMENT,4639.93,C411353208,185018.0,180378.07,M1376481963,0.0,0.0,0,0
15,CASH_IN,92293.39,C1190670982,1241647.29,1333940.69,C1346450900,1651819.15,1559525.76,0,0
14,CASH_OUT,412818.03,C1953016100,45642.0,0.0,C2003325178,21451.0,434269.03,0,0
9,CASH_IN,163446.64,C1115931066,16598.0,180044.64,C892595593,22787.0,91309.71,0,0
19,PAYMENT,8.27,C2091163931,165265.0,165256.73,M1739592867,0.0,0.0,0,0
1,PAYMENT,7123.18,C2011342562,66300.68,59177.5,M1460696714,0.0,0.0,0,0
18,CASH_OUT,80448.52,C62030009,156692.0,76243.48,C1581898626,0.0,80448.52,0,0
19,PAYMENT,3000.09,C1103351435,384753.64,381753.55,M1108646198,0.0,0.0,0,0
19,CASH_OUT,266590.77,C1218596770,19582.85,0.0,C1438776235,0.0,510815.12,0,0
14,CASH_OUT,179865.62,C1364199599,653.0,0.0,C1506630418,0.0,349305.62,0,0
14,PAYMENT,1866.37,C570831941,53871.79,52005.42,M1410291543,0.0,0.0,0,0
15,CASH_IN,232130.71,C1217156752,4035171.91,4267302.62,C411479313,1136912.78,904782.07,0,0
15,PAYMENT,213.24,C587974373,0.0,0.0,M752231490,0.0,0.0,0,0
12,PAYMENT,9356.52,C813330109,255268.78,245912.26,M718246245,0.0,0.0,0,0
15,CASH_IN,296695.33,C2107340804,318739.47,615434.8,C431640016,0.0,156600.22,0,0
12,CASH_OUT,567243.55,C894462726,6583.0,0.0,C645819421,19904490.67,20423754.09,0,0
18,CASH_OUT,443026.9,C951368506,0.0,0.0,C1683687308,1508814.63,1951841.53,0,0
10,PAYMENT,8044.28,C2014781796,22635.0,14590.72,M55768357,0.0,0.0,0,0
12,CASH_IN,6156.82,C2095011679,4455997.05,4462153.87,C1862613361,147735.45,141578.63,0,0
12,CASH_IN,49667.38,C917140988,44001.0,93668.38,C1540377190,0.0,0.0,0,0
11,PAYMENT,55381.85,C957594564,34352.0,0.0,M910584402,0.0,0.0,0,0
9,PAYMENT,2608.0,C824830207,0.0,0.0,M1777805484,0.0,0.0,0,0
13,PAYMENT,3448.85,C1915016976,0.0,0.0,M906657975,0.0,0.0,0,0
15,CASH_IN,99195.87,C1242050031,13344815.99,13444011.86,C562262220,1238936.27,1139740.41,0,0
18,CASH_IN,138702.53,C379343299,4090465.36,4229167.89,C1286755156,167086.86,40815.21,0,0
9,CASH_OUT,174760.46,C1196801583,0.0,0.0,C187569650,385233.47,983297.77,0,0
18,PAYMENT,16871.44,C932423684,528237.02,511365.59,M1063121376,0.0,0.0,0,0
16,PAYMENT,6342.42,C986341976,0.0,0.0,M771925042,0.0,0.0,0,0
18,CASH_OUT,85522.88,C677872984,235421.53,149898.65,C570984435,292634.16,378157.05,0,0
17,CASH_IN,42276.16,C344018339,20553.0,62829.16,C1018293702,176425.0,134148.84,0,0
16,CASH_OUT,54018.44,C798375594,12016.0,0.0,C1420838890,837.0,54855.44,0,0
17,CASH_OUT,164511.22,C1931158986,256.0,0.0,C1148272247,458295.18,341055.16,0,0
9,CASH_OUT,7419.85,C586532788,0.0,0.0,C1940189108,110810.89,118230.74,0,0
12,PAYMENT,11007.94,C1183884402,40260.0,29252.06,M1507400762,0.0,0.0,0,0
18,TRANSFER,472705.36,C1351808873,13578.0,0.0,C1434590943,167570.75,640276.11,0,0
15,CASH_OUT,141295.41,C1034224149,863936.12,722640.71,C111150518,301036.49,870415.55,0,0
11,PAYMENT,23751.8,C1346204830,91341.0,67589.2,M1470380103,0.0,0.0,0,0
13,CASH_OUT,40794.15,C302322696,0.0,0.0,C409152458,500251.49,541045.64,0,0
15,CASH_IN,102040.21,C97392154,3368529.65,3470569.86,C1216820233,1380461.15,1278420.94,0,0
17,PAYMENT,16753.43,C561851266,0.0,0.0,M274697054,0.0,0.0,0,0
19,CASH_IN,180613.08,C578297890,7456552.81,7637165.88,C198772837,273537.93,92924.85,0,0
16,PAYMENT,5584.38,C1163309269,447586.38,442002.0,M1728421887,0.0,0.0,0,0
15,CASH_IN,247978.51,C548391428,5979480.72,6227459.24,C1543348378,316737.77,68759.26,0,0
16,PAYMENT,9870.43,C1260859833,194.0,0.0,M494238969,0.0,0.0,0,0
15,CASH_OUT,117832.81,C94707764,0.0,0.0,C814485349,1609602.8,1727435.61,0,0
19,TRANSFER,236706.78,C1875646147,696091.7,459384.91,C971762639,78351.54,315058.32,0,0
11,PAYMENT,14438.94,C1775532930,0.0,0.0,M986415942,0.0,0.0,0,0
20,PAYMENT,3140.63,C360709975,146003.31,142862.68,M279550752,0.0,0.0,0,0
13,CASH_OUT,45650.02,C950385403,587.0,0.0,C326816707,6343.2,51993.22,0,0
17,CASH_IN,24996.95,C1434169204,124772.44,149769.39,C691412893,330097.81,305100.86,0,0
16,TRANSFER,699664.07,C1118411814,0.0,0.0,C1277249893,0.0,699664.07,0,0
11,CASH_IN,146279.59,C565740332,3764930.56,3911210.15,C950182791,181502.95,35223.36,0,0
12,CASH_OUT,411273.76,C1653248923,514482.0,103208.24,C90541565,14774.0,44000.83,0,0
13,CASH_IN,258258.43,C1300430790,3427826.56,3686084.99,C28125426,11378541.7,11120283.27,0,0
10,PAYMENT,10958.44,C1724583054,0.0,0.0,M262559681,0.0,0.0,0,0
17,PAYMENT,13746.46,C877518772,0.0,0.0,M2145413139,0.0,0.0,0,0
18,CASH_OUT,318470.26,C294839156,769.0,0.0,C1523624409,337636.25,656106.51,0,0
12,CASH_IN,21399.54,C1157895748,6930468.08,6951867.62,C1431097086,681513.52,660113.99,0,0
18,PAYMENT,2355.72,C334481863,0.0,0.0,M44209289,0.0,0.0,0,0
13,TRANSFER,184528.15,C1282462644,0.0,0.0,C407013373,382842.52,567370.67,0,0
15,CASH_OUT,307926.77,C700212170,0.0,0.0,C1117816135,2032738.58,2340665.35,0,0
17,CASH_OUT,180474.03,C135527710,0.0,0.0,C1012209569,994982.13,2220743.03,0,0
13,PAYMENT,14732.43,C595583417,10522.0,0.0,M430030485,0.0,0.0,0,0
14,CASH_OUT,274887.02,C782889678,20552.0,0.0,C2121251932,0.0,539681.64,0,0
14,CASH_OUT,120701.78,C1917541938,0.0,0.0,C266352984,3271540.38,3319326.51,0,0
19,CASH_OUT,187036.69,C1321063755,0.0,0.0,C301121080,590635.0,1038527.11,0,0
19,CASH_IN,145074.01,C1125676321,270.0,145344.01,C1624901983,44363.38,0.0,0,0
17,PAYMENT,13170.59,C1595600906,392573.0,379402.41,M182754125,0.0,0.0,0,0
12,TRANSFER,1575637.71,C2019513983,398830.0,0.0,C22533055,9118880.04,10694517.75,0,0
17,CASH_IN,172572.5,C1433819078,1516999.69,1689572.19,C747869108,2594397.51,2313467.81,0,0
